NANDO:2100111	KEGG:H01618
NANDO:2200314	KEGG:H01618
NANDO:2200003	KEGG:H00002
NANDO:2200013	KEGG:H00004
NANDO:2200024	KEGG:H00007
NANDO:2200045	KEGG:H00021
NANDO:2200070	KEGG:H00028
NANDO:2200074	KEGG:H00032
NANDO:2200053	KEGG:H00035
NANDO:2200048	KEGG:H00036
NANDO:2200056	KEGG:H00037
NANDO:2200077	KEGG:H00038
NANDO:2200040	KEGG:H00043
NANDO:2200047	KEGG:H00048
NANDO:2200061	KEGG:H00050
NANDO:2200063	KEGG:H00051
NANDO:2200062	KEGG:H00052
NANDO:1200010	KEGG:H00057
NANDO:1200012	KEGG:H00059
NANDO:1200186	KEGG:H00061
NANDO:1200331	KEGG:H00064
NANDO:2200705	KEGG:H00064
NANDO:1200554	KEGG:H00065
NANDO:2200835	KEGG:H00065
NANDO:1200940	KEGG:H00068
NANDO:2200518	KEGG:H00072
NANDO:2200519	KEGG:H00073
NANDO:1200948	KEGG:H00074
NANDO:2200834	KEGG:H00074
NANDO:1200677	KEGG:H00076
NANDO:2200832	KEGG:H00076
NANDO:1200009	KEGG:H00077
NANDO:1200548	KEGG:H00078
NANDO:1200272	KEGG:H00080
NANDO:2200416	KEGG:H00080
NANDO:2200335	KEGG:H00081
NANDO:1200344	KEGG:H00088
NANDO:2200717	KEGG:H00088
NANDO:2100203	KEGG:H00093
NANDO:1200357	KEGG:H00098
NANDO:2200757	KEGG:H00098
NANDO:1200352	KEGG:H00108
NANDO:2200726	KEGG:H00108
NANDO:2200535	KEGG:H00114
NANDO:2200907	KEGG:H00116
NANDO:2200503	KEGG:H00117
NANDO:1200157	KEGG:H00125
NANDO:2200563	KEGG:H00125
NANDO:1200056	KEGG:H00126
NANDO:2200562	KEGG:H00126
NANDO:1200078	KEGG:H00127
NANDO:2200560	KEGG:H00127
NANDO:1200074	KEGG:H00135
NANDO:2200564	KEGG:H00135
NANDO:1200126	KEGG:H00139
NANDO:1200129	KEGG:H00140
NANDO:1200116	KEGG:H00142
NANDO:2200556	KEGG:H00142
NANDO:1200133	KEGG:H00145
NANDO:2200555	KEGG:H00145
NANDO:2200573	KEGG:H00149
NANDO:1200145	KEGG:H00150
NANDO:1200222	KEGG:H00150
NANDO:1200856	KEGG:H00151
NANDO:1200853	KEGG:H00152
NANDO:2200603	KEGG:H00153
NANDO:2200602	KEGG:H00155
NANDO:1200852	KEGG:H00158
NANDO:1200854	KEGG:H00159
NANDO:1200857	KEGG:H00160
NANDO:1200961	KEGG:H00161
NANDO:2200979	KEGG:H00161
NANDO:1200620	KEGG:H00162
NANDO:2200994	KEGG:H00162
NANDO:2200504	KEGG:H00163
NANDO:1200638	KEGG:H00166
NANDO:1200784	KEGG:H00167
NANDO:2200467	KEGG:H00167
NANDO:1200637	KEGG:H00168
NANDO:2200986	KEGG:H00168
NANDO:1200791	KEGG:H00172
NANDO:2200473	KEGG:H00172
NANDO:1200798	KEGG:H00173
NANDO:2200494	KEGG:H00173
NANDO:1200792	KEGG:H00175
NANDO:2200492	KEGG:H00175
NANDO:1200165	KEGG:H00176
NANDO:2200576	KEGG:H00176
NANDO:1200761	KEGG:H00177
NANDO:1200821	KEGG:H00180
NANDO:2200474	KEGG:H00183
NANDO:2200475	KEGG:H00184
NANDO:2200482	KEGG:H00186
NANDO:2200479	KEGG:H00187
NANDO:2200484	KEGG:H00189
NANDO:2200471	KEGG:H00190
NANDO:1200984	KEGG:H00191
NANDO:2200476	KEGG:H00191
NANDO:2200588	KEGG:H00192
NANDO:2200587	KEGG:H00195
NANDO:2200590	KEGG:H00198
NANDO:1200759	KEGG:H00205
NANDO:2200575	KEGG:H00205
NANDO:1200655	KEGG:H00210
NANDO:2200579	KEGG:H00210
NANDO:1200656	KEGG:H00213
NANDO:2201012	KEGG:H00213
NANDO:1200502	KEGG:H00215
NANDO:2100134	KEGG:H00216
NANDO:1200746	KEGG:H00217
NANDO:1200922	KEGG:H00218
NANDO:2100035	KEGG:H00218
NANDO:2200205	KEGG:H00218
NANDO:2200656	KEGG:H00224
NANDO:1200316	KEGG:H00225
NANDO:2100189	KEGG:H00225
NANDO:2200649	KEGG:H00225
NANDO:2200651	KEGG:H00227
NANDO:2200626	KEGG:H00228
NANDO:2200622	KEGG:H00230
NANDO:2200630	KEGG:H00231
NANDO:1200890	KEGG:H00237
NANDO:1200303	KEGG:H00238
NANDO:1200891	KEGG:H00238
NANDO:2200652	KEGG:H00238
NANDO:2200146	KEGG:H00239
NANDO:2200363	KEGG:H00242
NANDO:1200776	KEGG:H00244
NANDO:2100126	KEGG:H00244
NANDO:2200349	KEGG:H00244
NANDO:2100123	KEGG:H00246
NANDO:2200343	KEGG:H00246
NANDO:1200742	KEGG:H00252
NANDO:2100138	KEGG:H00255
NANDO:2200382	KEGG:H00255
NANDO:2200365	KEGG:H00258
NANDO:1200016	KEGG:H00264
NANDO:2200819	KEGG:H00267
NANDO:2200817	KEGG:H00268
NANDO:2200566	KEGG:H00272
NANDO:2201023	KEGG:H00273
NANDO:1200161	KEGG:H00275
NANDO:2200571	KEGG:H00275
NANDO:1200119	KEGG:H00276
NANDO:2200557	KEGG:H00276
NANDO:1200465	KEGG:H00282
NANDO:2200432	KEGG:H00282
NANDO:1200476	KEGG:H00285
NANDO:2200434	KEGG:H00285
NANDO:1200444	KEGG:H00286
NANDO:2200921	KEGG:H00286
NANDO:1200868	KEGG:H00287
NANDO:1200863	KEGG:H00288
NANDO:2200431	KEGG:H00288
NANDO:1200286	KEGG:H00292
NANDO:2100054	KEGG:H00292
NANDO:2200229	KEGG:H00292
NANDO:2100055	KEGG:H00293
NANDO:2200230	KEGG:H00293
NANDO:2100057	KEGG:H00294
NANDO:2200232	KEGG:H00294
NANDO:1200205	KEGG:H00370
NANDO:1200764	KEGG:H00407
NANDO:2200460	KEGG:H00408
NANDO:2200461	KEGG:H00409
NANDO:1200871	KEGG:H00430
NANDO:2201020	KEGG:H00430
NANDO:1200998	KEGG:H00436
NANDO:2201013	KEGG:H00436
NANDO:1200603	KEGG:H00440
NANDO:2200825	KEGG:H00440
NANDO:1200003	KEGG:H00455
NANDO:2100231	KEGG:H00455
NANDO:2200853	KEGG:H00455
NANDO:1200692	KEGG:H00465
NANDO:2100224	KEGG:H00465
NANDO:2200840	KEGG:H00465
NANDO:1200461	KEGG:H00504
NANDO:2200955	KEGG:H00504
NANDO:1200873	KEGG:H00506
NANDO:2201011	KEGG:H00506
NANDO:1200304	KEGG:H00507
NANDO:2200715	KEGG:H00507
NANDO:1200744	KEGG:H00533
NANDO:2100015	KEGG:H00537
NANDO:2200140	KEGG:H00537
NANDO:1200367	KEGG:H00542
NANDO:2200152	KEGG:H00542
NANDO:1200561	KEGG:H00544
NANDO:2200820	KEGG:H00544
NANDO:1200709	KEGG:H00549
NANDO:2200254	KEGG:H00549
NANDO:1200699	KEGG:H00550
NANDO:2100078	KEGG:H00550
NANDO:2200258	KEGG:H00550
NANDO:1200918	KEGG:H00551
NANDO:2200931	KEGG:H00551
NANDO:1200464	KEGG:H00556
NANDO:2200972	KEGG:H00556
NANDO:1200643	KEGG:H00560
NANDO:1200487	KEGG:H00562
NANDO:1200672	KEGG:H00570
NANDO:2200956	KEGG:H00570
NANDO:1200660	KEGG:H00574
NANDO:2200952	KEGG:H00574
NANDO:1200893	KEGG:H00578
NANDO:2200127	KEGG:H00578
NANDO:1200712	KEGG:H00581
NANDO:1200235	KEGG:H00584
NANDO:1200236	KEGG:H00586
NANDO:1200239	KEGG:H00588
NANDO:1200491	KEGG:H00591
NANDO:2200859	KEGG:H00591
NANDO:1200490	KEGG:H00593
NANDO:2200858	KEGG:H00593
NANDO:1200216	KEGG:H00594
NANDO:2200384	KEGG:H00599
NANDO:1200722	KEGG:H00626
NANDO:2200113	KEGG:H00626
NANDO:2200506	KEGG:H00628
NANDO:1201001	KEGG:H00635
NANDO:2200974	KEGG:H00645
NANDO:1200644	KEGG:H00653
NANDO:2200968	KEGG:H00653
NANDO:1200338	KEGG:H00671
NANDO:1200619	KEGG:H00671
NANDO:2200993	KEGG:H00671
NANDO:1200575	KEGG:H00679
NANDO:2200836	KEGG:H00679
NANDO:2200188	KEGG:H00692
NANDO:1200478	KEGG:H00698
NANDO:2200869	KEGG:H00698
NANDO:1200479	KEGG:H00699
NANDO:2200870	KEGG:H00699
NANDO:1200482	KEGG:H00700
NANDO:1200483	KEGG:H00701
NANDO:1200497	KEGG:H00705
NANDO:1200679	KEGG:H00718
NANDO:2200953	KEGG:H00718
NANDO:2100043	KEGG:H00729
NANDO:2200212	KEGG:H00729
NANDO:2100051	KEGG:H00731
NANDO:2200226	KEGG:H00731
NANDO:1200614	KEGG:H00733
NANDO:2200992	KEGG:H00733
NANDO:1200622	KEGG:H00736
NANDO:1200501	KEGG:H00743
NANDO:1200684	KEGG:H00764
NANDO:1200021	KEGG:H00770
NANDO:1200941	KEGG:H00779
NANDO:1200953	KEGG:H00810
NANDO:2100237	KEGG:H00810
NANDO:1200511	KEGG:H00831
NANDO:2100241	KEGG:H00833
NANDO:2200599	KEGG:H00835
NANDO:1200799	KEGG:H00836
NANDO:2200545	KEGG:H00836
NANDO:2200487	KEGG:H00843
NANDO:1200631	KEGG:H00844
NANDO:2100226	KEGG:H00849
NANDO:2200842	KEGG:H00849
NANDO:1200757	KEGG:H00854
NANDO:1200950	KEGG:H00875
NANDO:2200837	KEGG:H00875
NANDO:1200547	KEGG:H00879
NANDO:2100036	KEGG:H00892
NANDO:2200206	KEGG:H00892
NANDO:1200430	KEGG:H00896
NANDO:1200809	KEGG:H00899
NANDO:2200488	KEGG:H00899
NANDO:2200489	KEGG:H00901
NANDO:1200903	KEGG:H00910
NANDO:2200945	KEGG:H00910
NANDO:1200472	KEGG:H00912
NANDO:2200433	KEGG:H00912
NANDO:1200607	KEGG:H00915
NANDO:2200826	KEGG:H00915
NANDO:1200753	KEGG:H00916
NANDO:2100032	KEGG:H00916
NANDO:2200198	KEGG:H00916
NANDO:1200885	KEGG:H00917
NANDO:2100178	KEGG:H00917
NANDO:2200615	KEGG:H00917
NANDO:1200710	KEGG:H00918
NANDO:2100076	KEGG:H00918
NANDO:2200256	KEGG:H00918
NANDO:1200921	KEGG:H00933
NANDO:2200942	KEGG:H00933
NANDO:2100135	KEGG:H00937
NANDO:2200650	KEGG:H00978
NANDO:1200892	KEGG:H00982
NANDO:2200910	KEGG:H00988
NANDO:1200525	KEGG:H00998
NANDO:2100239	KEGG:H00998
NANDO:2200883	KEGG:H00998
NANDO:1200365	KEGG:H01006
NANDO:2200795	KEGG:H01006
NANDO:2200093	KEGG:H01007
NANDO:1200934	KEGG:H01010
NANDO:1200806	KEGG:H01028
NANDO:2200481	KEGG:H01028
NANDO:2200477	KEGG:H01032
NANDO:2200179	KEGG:H01037
NANDO:1200311	KEGG:H01053
NANDO:2100182	KEGG:H01053
NANDO:2200621	KEGG:H01053
NANDO:2200095	KEGG:H01102
NANDO:1200363	KEGG:H01109
NANDO:2200764	KEGG:H01109
NANDO:1200869	KEGG:H01117
NANDO:2200438	KEGG:H01117
NANDO:2200472	KEGG:H01119
NANDO:1200750	KEGG:H01122
NANDO:2200200	KEGG:H01122
NANDO:1200322	KEGG:H01128
NANDO:2200695	KEGG:H01128
NANDO:1200295	KEGG:H01132
NANDO:2100201	KEGG:H01132
NANDO:2200693	KEGG:H01132
NANDO:2100144	KEGG:H01143
NANDO:2200401	KEGG:H01143
NANDO:2100180	KEGG:H01145
NANDO:2200617	KEGG:H01145
NANDO:2200818	KEGG:H01160
NANDO:2200671	KEGG:H01162
NANDO:1200822	KEGG:H01182
NANDO:2200918	KEGG:H01222
NANDO:1200911	KEGG:H01241
NANDO:2100040	KEGG:H01241
NANDO:2200210	KEGG:H01241
NANDO:1200810	KEGG:H01252
NANDO:2200133	KEGG:H01260
NANDO:1200705	KEGG:H01272
NANDO:2100071	KEGG:H01272
NANDO:2200249	KEGG:H01272
NANDO:1200458	KEGG:H01276
NANDO:2200946	KEGG:H01276
NANDO:1200485	KEGG:H01284
NANDO:2200202	KEGG:H01298
NANDO:1200417	KEGG:H01299
NANDO:1200220	KEGG:H01340
NANDO:1200333	KEGG:H01346
NANDO:2200707	KEGG:H01346
NANDO:1200176	KEGG:H01347
NANDO:2200527	KEGG:H01354
NANDO:1200456	KEGG:H01361
NANDO:1200261	KEGG:H01382
NANDO:2100115	KEGG:H01388
NANDO:2200322	KEGG:H01388
NANDO:1200183	KEGG:H01396
NANDO:2100228	KEGG:H01396
NANDO:2200850	KEGG:H01396
NANDO:1200802	KEGG:H01398
NANDO:1200670	KEGG:H01403
